akademik_yil,bolum_fakulte,burs_orani,ucret,universite
2021,İç Mimarlık,Ücretli,56.160,Haliç Üni.
2021,Endüstriyel Tasarım,Ücretli,41.040,Haliç Üni.
2021,Grafik Tasarım,Ücretli,45.360,Haliç Üni.
2021,Gastronomi ve Mutfak Sanatları,Ücretli,48.600,Haliç Üni.
2021,Beslenme ve Diyetetik,Ücretli,61.020,Haliç Üni.
2021,Beslenme ve Diyetetik (İngilizce),Ücretli,61.020,Haliç Üni.
2021,Ebelik,Ücretli,43.200,Haliç Üni.
2021,Hemşirelik,Ücretli,49.680,Haliç Üni.
2021,Hemşirelik (İngilizce),Ücretli,49.680,Haliç Üni.
2021,Hukuk,Ücretli,50.000,Hasan Kaloyncu Üni.
2021,İngilizce Hazırlık,Ücretli,36.000,Hasan Kalyoncu Üni.
2021,İngilizce Öğretmenliği,Ücretli,36.000,Hasan Kalyoncu Üni.
2021,Okul Öncesi Öğretmenliği,Ücretli,36.000,Hasan Kalyoncu Üni.
2021,Sınıf Öğretmenliği,Ücretli,36.000,Hasan Kalyoncu Üni.
2021,Özel Öğretim Öğretmenliği,Ücretli,36.000,Hasan Kalyoncu Üni.
2021,Rehberlik ve Psikolojik Danışmanlık,Ücretli,36.000,Hasan Kalyoncu Üni.
2021,Mimarlık,Ücretli,36.000,Hasan Kalyoncu Üni.
2021,İç Mimarlık ve Çevre Tasarımı,Ücretli,36.000,Hasan Kalyoncu Üni.
2021,Gastronomi ve Mutfak Sanatları,Ücretli,36.000,Hasan Kalyoncu Üni.
2021,İktisat,Ücretli,36.000,Hasan Kalyoncu Üni.
2021,İşletme,Ücretli,36.000,Hasan Kalyoncu Üni.
2021,Psikoloji,Ücretli,36.000,Hasan Kalyoncu Üni.
2021,Uluslararası Ticaret ve Lojistik,Ücretli,36.000,Hasan Kalyoncu Üni.
2021,Siyaset Bilimi ve Uluslararası İlişkiler,Ücretli,36.000,Hasan Kalyoncu Üni.
2021,Görsel İletişim Tasarımı,Ücretli,36.000,Hasan Kalyoncu Üni.
2021,Radyo Televizyon Sinema,Ücretli,36.000,Hasan Kalyoncu Üni.
2021,İnşaat Mühendisliği (İngilizce),Ücretli,36.000,Hasan Kalyoncu Üni.
2021,Elektrik-Elektronik Mühendisliği (İngilizce),Ücretli,36.000,Hasan Kalyoncu Üni.
2021,Bilgisayar Mühendisliği (İngilizce),Ücretli,36.000,Hasan Kalyoncu Üni.
2021,Yazılım Mühendisliği (İngilizce),Ücretli,36.000,Hasan Kalyoncu Üni.
2021,Makine Mühendisliği,Ücretli,36.000,Hasan Kalyoncu Üni.
2021,Endüstri Mühendisliği,Ücretli,36.000,Hasan Kalyoncu Üni.
2021,Hemşirelik,Ücretli,31.000,Hasan Kalyoncu Üni.
2021,Beslenme ve Diyetetik,Ücretli,36.000,Hasan Kalyoncu Üni.
2021,Fizyoterapi ve Rehabilitasyon,Ücretli,36.000,Hasan Kalyoncu Üni.
2021,İngilizce Hazırlık,Ücretli,33.000,İstanbul 29 Mayıs Üni.
2021,Felsefe,Ücretli,32.000,İstanbul 29 Mayıs Üni.
2021,İngilizce Öğretmenliği,Ücretli,32.000,İstanbul 29 Mayıs Üni.
2021,Okul Öncesi Öğretmenliği,Ücretli,32.000,İstanbul 29 Mayıs Üni.
2021,Rehberlik ve Psikolojik Danışmanlık,Ücretli,32.000,İstanbul 29 Mayıs Üni.
2021,Tarih,Ücretli,32.000,İstanbul 29 Mayıs Üni.
2021,Türk Dili ve Edebiyatı,Ücretli,32.000,İstanbul 29 Mayıs Üni.
2021,Türkçe Öğretmenliği,Ücretli,32.000,İstanbul 29 Mayıs Üni.
2021,Ekonomi,Ücretli,36.000,İstanbul 29 Mayıs Üni.
2021,Siyaset Bilimi ve Uluslararası İlişkiler,Ücretli,36.000,İstanbul 29 Mayıs Üni.
2021,Psikoloji,Ücretli,40.000,İstanbul 29 Mayıs Üni.
2021,Hukuk,Ücretli,46.300,İstanbul 29 Mayıs Üni.
2021,Hukuk Fakültesi,Ücretli,61.579,İstanbul Altınbaş Üni.
2021,Eczacılık Fakültesi,Ücretli,61.579,İstanbul Altınbaş Üni.
2021,Tıp Fakültesi,Ücretli,93.572,İstanbul Altınbaş Üni.
2021,Bilgisayar Mühendisliği (Türkçe),Ücretli,53.583,İstanbul Altınbaş Üni.
2021,Bilgisayar Mühendisliği (İngilizce),Ücretli,53.583,İstanbul Altınbaş Üni.
2021,İç Mimarlık ve Çevre Tasarımı (Türkçe),Ücretli,53.583,İstanbul Altınbaş Üni.
2021,İç Mimarlık ve Çevre Tasarımı (İngilizce),Ücretli,53.583,İstanbul Altınbaş Üni.
2021,Yazılım Mühendisliği,Ücretli,53.583,İstanbul Altınbaş Üni.
2021,İşletme,Ücretli,53.583,İstanbul Altınbaş Üni.
2021,Güzel Sanatlar ve Tasarım Fakültesi,Ücretli,50.550,İstanbul Altınbaş Üni.
2021,Tıp Fakültesi,Ücretli,89.000,İstanbul Aydın Üni.
2021,Diş Hekimliği Fakültesi,Ücretli,89.000,İstanbul Aydın Üni.
2021,Hukuk,%50 İndirimli,33.000,İstanbul Aydın Üni.
2021,Psikoloji,Ücretli,49.000,İstanbul Aydın Üni.
2021,Pilotaj (İngilizce),Ücretli,70.000,İstanbul Aydın Üni.
2021,Müzik Öğretmenliği,Ücretli,49.500,İstanbul Aydın Üni.
2021,Gastronomi ve Mutfak Sanatları,Ücretli,42.000,İstanbul Aydın Üni.
2021,"Hemşirelik, Beslenme ve Diyetetik",%25 İndirimli,30.000,İstanbul Aydın Üni.
2021,"Mimarlık, İç Mimarlık, Endüstriyel Tasarım",%50 İndirimli,24.750,İstanbul Aydın Üni.
2021,Beden Eğitimi ve Spor Öğretmenliği,%50 İndirimli,24.750,İstanbul Aydın Üni.
2021,Diş Hekimliği Fakültesi (Türkçe & İngilizce),Ücretli,113.000,İstanbul Okan Üni.
2021,Hukuk Fakültesi (%50 Burslu),Ücretli,42.480,İstanbul Okan Üni.
2021,"Ekonomi ve Finans (İngilizce, %50 Burslu)",Ücretli,38.645,İstanbul Okan Üni.
2021,"İşletme (Türkçe & İngilizce, %50 Burslu)",Ücretli,38.645,İstanbul Okan Üni.
2021,"Uluslararası İlişkiler (Türkçe & İngilizce, %50 Burslu)",Ücretli,38.645,İstanbul Okan Üni.
2021,"Lojistik Yönetimi (İngilizce, %50 Burslu)",Ücretli,38.645,İstanbul Okan Üni.
2021,"Uluslararası Ticaret (Türkçe & İngilizce, %50 Burslu)",Ücretli,38.645,İstanbul Okan Üni.
2021,Psikoloji,Ücretli,84.960,İstanbul Okan Üni.
2021,Müzik,Ücretli,55.700,İstanbul Okan Üni.
2021,Tiyatro,Ücretli,55.700,İstanbul Okan Üni.
2021,"Bilgisayar Mühendisliği (İngilizce, %50 Burslu)",Ücretli,41.300,İstanbul Okan Üni.
2021,"Elektrik-Elektronik Mühendisliği (İngilizce, %50 Burslu)",Ücretli,41.300,İstanbul Okan Üni.
2021,"Endüstri Mühendisliği (İngilizce, %50 Burslu)",Ücretli,41.300,İstanbul Okan Üni.
2021,"İnşaat Mühendisliği (Türkçe & İngilizce, %50 Burslu)",Ücretli,41.300,İstanbul Okan Üni.
2021,"Makine Mühendisliği (İngilizce, %50 Burslu)",Ücretli,41.300,İstanbul Okan Üni.
2021,"Mekatronik Mühendisliği (İngilizce, %50 Burslu)",Ücretli,41.300,İstanbul Okan Üni.
2021,"Otomotiv Mühendisliği (İngilizce, %50 Burslu)",Ücretli,41.300,İstanbul Okan Üni.
2021,"Yazılım Mühendisliği (İngilizce, %50 Burslu)",Ücretli,41.300,İstanbul Okan Üni.
2021,"Beslenme ve Diyetetik (Türkçe & İngilizce, %50 Burslu)",Ücretli,38.645,İstanbul Okan Üni.
2021,Hemşirelik,Ücretli,31.750,İstanbul Okan Üni.
2021,Çocuk Gelişimi,Ücretli,31.750,İstanbul Okan Üni.
2021,Fizyoterapi ve Rehabilitasyon,Ücretli,38.645,İstanbul Okan Üni.
2021,"Mimarlık (Türkçe & İngilizce, %50 Burslu)",Ücretli,41.300,İstanbul Okan Üni.
2021,Tıp Fakültesi (Türkçe & İngilizce),Ücretli,119.000,İstanbul Okan Üni.
2021,Gastronomi ve Mutfak Sanatları (%50 Burslu),Ücretli,38.645,İstanbul Okan Üni.
2021,Halkla İlişkiler ve Reklamcılık (%50 Burslu),Ücretli,38.645,İstanbul Okan Üni.
2021,Havacılık Yönetimi (%50 Burslu),Ücretli,38.645,İstanbul Okan Üni.
2021,Bilişim Sistemleri ve Teknolojileri (%50 Burslu),Ücretli,38.645,İstanbul Okan Üni.
2021,Spor Yöneticiliği,Ücretli,63.500,İstanbul Okan Üni.
2021,İngilizce Hazırlık Programı,Ücretli,77.080,Kadir Has Üni.
2021,Hukuk Fakültesi,Ücretli,77.080,Kadir Has Üni.
2021,"İktisadi, İdari ve Sosyal Bilimler Fakültesi",Ücretli,77.080,Kadir Has Üni.
2021,İletişim Fakültesi,Ücretli,77.080,Kadir Has Üni.
2021,Mühendislik ve Doğa Bilimleri Fakültesi,Ücretli,77.080,Kadir Has Üni.
2021,Endüstriyel Tasarım,Ücretli,77.080,Kadir Has Üni.
2021,İç Mimarlık ve Çevre Tasarımı,Ücretli,77.080,Kadir Has Üni.
2021,Mimarlık,Ücretli,77.080,Kadir Has Üni.
2021,Tiyatro,Ücretli,69.560,Kadir Has Üni.
2021,Tıp Fakültesi,Ücretli,187.700,Koç Üni.
2021,Tüm Bölümler (Tıp Fakültesi Dışında),Ücretli,136.500,Koç Üni.
2021,Yabancı Dil Hazırlık Programı,Ücretli,136.500,Koç Üni.
2021,Psikoloji,Ücretli,42.120,Medipol Üni.
2021,Hukuk Fakültesi,Ücretli,69.660,Medipol Üni.
2021,Uluslararası Tıp Fakültesi,Ücretli,95.950,Medipol Üni.
2021,Tıp Fakültesi,Ücretli,106.810,Medipol Üni.
2021,Diş Hekimliği Fakültesi,Ücretli,106.810,Medipol Üni.
2021,Eczacılık Fakültesi,Ücretli,96.660,Medipol Üni.
2021,Mimarlık,Ücretli,60.480,Medipol Üni.
2021,Fizyoterapi ve Rehabilitasyon,Ücretli,52.380,Medipol Üni.
2021,İnşaat Mühendisliği,Ücretli,55.620,Medipol Üni.
2021,Bilgisayar Mühendisliği,Ücretli,55.620,Medipol Üni.
2021,Elektrik-Elektronik Mühendisliği,Ücretli,55.620,Medipol Üni.
2021,Biyomedikal Mühendisliği,Ücretli,55.620,Medipol Üni.
2021,Endüstri Mühendisliği,Ücretli,55.620,Medipol Üni.
2021,İngilizce Öğretmenliği,Ücretli,48.440,Medipol Üni.
2021,İlköğretim Matematik Öğretmenliği,Ücretli,48.440,Medipol Üni.
2021,Okul Öncesi Öğretmenliği,Ücretli,48.440,Medipol Üni.
2021,Rehberlik ve Psikolojik Danışmanlık,Ücretli,48.440,Medipol Üni.
2021,Beslenme ve Diyetetik,Ücretli,50.760,Medipol Üni.
2021,Hemşirelik,Ücretli,42.120,Medipol Üni.
2021,Siyaset Bilimi ve Uluslararası İlişkiler,Ücretli,38.880,Medipol Üni.
2021,Siyaset Bilimi ve Kamu Yönetimi,Ücretli,38.880,Medipol Üni.
2021,İşletme,Ücretli,38.880,Medipol Üni.
2021,Yönetim Bilişim Sistemleri,Ücretli,38.880,Medipol Üni.
2021,Ekonomi ve Finans,Ücretli,38.880,Medipol Üni.
2021,Havacılık Yönetimi,Ücretli,38.880,Medipol Üni.
2021,Lojistik Yönetimi,Ücretli,38.880,Medipol Üni.
2021,Uluslararası Ticaret ve Finansman,Ücretli,38.880,Medipol Üni.
2021,İç Mimarlık ve Çevre Tasarımı,Ücretli,52.165,Medipol Üni.
2021,Kentsel Tasarım ve Peyzaj Mimarlığı,Ücretli,38.500,Medipol Üni.
2021,Gastronomi ve Mutfak Sanatları,Ücretli,52.165,Medipol Üni.
2021,Türk Müziği,Ücretli,36.020,Medipol Üni.
2021,Yeni Medya ve İletişim,Ücretli,39.960,Medipol Üni.
2021,Gazetecilik,Ücretli,39.960,Medipol Üni.
2021,Radyo Televizyon ve Sinema,Ücretli,39.960,Medipol Üni.
2021,Medya ve Görsel Sanatlar,Ücretli,39.960,Medipol Üni.
2021,Halkla İlişkiler ve Reklamcılık,Ücretli,39.960,Medipol Üni.
2021,İngilizce Hazırlık Programı,Ücretli,31.586,MEF Üni.
2021,Eğitim Fakültesi Bölümleri,Ücretli,31.586,MEF Üni.
2021,Hukuk Fakültesi,Ücretli,37.637,MEF Üni.
2021,Mühendislik Fakültesi Bölümleri,Ücretli,31.586,MEF Üni.
2021,"İktisadi, İdari ve Sosyal Bilimler Fakültesi Bölümleri",Ücretli,31.586,MEF Üni.
2021,Sanat Tasarım ve Mimarlık Fakültesi / İç Mimarlık,Ücretli,31.586,MEF Üni.
2021,Sanat Tasarım ve Mimarlık Fakültesi / Mimarlık,Ücretli,34.736,MEF Üni.
2021,Tıp Fakültesi,Ücretli,105.000,Nişantaşı Üni.
2021,Diş Hekimliği Fakültesi,Ücretli,95.000,Nişantaşı Üni.
2021,Hava Trafik Kontrolü,Ücretli,85.000,Nişantaşı Üni.
2021,Pilotaj,Ücretli,49.000,Nişantaşı Üni.
2021,Psikoloji,Ücretli,58.000,Nişantaşı Üni.
2021,Finans ve Bankacılık,Ücretli,32.000,Nişantaşı Üni.
2021,"Müzik, Sahne Sanatları",Ücretli,44.000,Nişantaşı Üni.
2021,"Uluslararası Ticaret ve İşletmeciliği, Turizm Rehberliği",Ücretli,32.000,Nişantaşı Üni.
2021,İşletme,Ücretli,32.000,Nişantaşı Üni.
2021,Uluslararası İlişkiler (İngilizce),Ücretli,32.000,Nişantaşı Üni.
2021,Uluslararası Ticaret ve Lojistik,Ücretli,32.000,Nişantaşı Üni.
2021,Siyaset Bilimi ve Kamu Yönetimi,Ücretli,32.000,Nişantaşı Üni.
2021,Sosyoloji,Ücretli,32.000,Nişantaşı Üni.
2021,Endüstriyel Tasarım,Ücretli,32.000,Nişantaşı Üni.
2021,Hemşirelik,Ücretli,58.000,Nişantaşı Üni.
2021,Beslenme ve Diyetetik,Ücretli,58.000,Nişantaşı Üni.
2021,Endüstri Mühendisliği,%50 İndirimli,16.000,Nişantaşı Üni.
2021,İnşaat Mühendisliği,%50 İndirimli,16.000,Nişantaşı Üni.
2021,Mekatronik Mühendisliği,%50 İndirimli,16.000,Nişantaşı Üni.
2021,Bilgisayar Mühendisliği (İngilizce),Ücretli,44.000,Nişantaşı Üni.
2021,Yazılım Mühendisliği (İngilizce),Ücretli,44.000,Nişantaşı Üni.
2021,Mimarlık (İngilizce),Ücretli,44.000,Nişantaşı Üni.
2021,İç Mimarlık,Ücretli,44.000,Nişantaşı Üni.
2021,Yeni Medya ve İletişim,Ücretli,58.000,Nişantaşı Üni.
2021,Yeni Medya ve İletişim (İngilizce),Ücretli,44.000,Nişantaşı Üni.
2021,Yönetim Bilişim Sistemleri,Ücretli,44.000,Nişantaşı Üni.
2021,Dijital Oyun Tasarımı,Ücretli,44.000,Nişantaşı Üni.
2021,Uluslararası Ticaret ve İşletmeciliği,Ücretli,32.000,Nişantaşı Üni.
2021,Turizm Rehberliği,Ücretli,32.000,Nişantaşı Üni.
2021,Radyo Televizyon ve Sinema,Ücretli,44.000,Nişantaşı Üni.
2021,Fakülte Programları (Havacılık ve Uzay Bilimleri Dışında),Ücretli,105.000,Özyeğin Üni.
2021,Havacılık Yönetimi,Ücretli,75.000,Özyeğin Üni.
2021,Pilotaj*,Ücretli,85.000,Özyeğin Üni.
2021,Gastronomi ve Mutfak Sanatları,Ücretli,75.000,Özyeğin Üni.
2021,Otel Yöneticiliği,Ücretli,65.000,Özyeğin Üni.
2021,Tüm Lisans Programları ve İngilizce Hazırlık Eğitimi,Ücretli,120.500,Sabancı Üni.
2021,Tüm Fakülteler ve İngilizce Dil Okulu,Ücretli,54.000,TED Üni.
2021,Tıp Fakültesi,Ücretli,80.560,TOBB ETÜ
2021,Tüm Bölümler (Tıp Fakültesi Dışında),Ücretli,57.500,TOBB ETÜ
2021,Elektrik-Elektronik Mühendisliği,Ücretli,46.900,Toros Üni.
2021,Yazılım Mühendisliği,Ücretli,46.900,Toros Üni.
2021,Endüstri Mühendisliği,Ücretli,46.900,Toros Üni.
2021,İnşaat Mühendisliği,Ücretli,46.900,Toros Üni.
2021,Mimarlık,Ücretli,46.900,Toros Üni.
2021,İç Mimarlık,Ücretli,46.900,Toros Üni.
2021,Gastronomi ve Mutfak Sanatları,Ücretli,46.900,Toros Üni.
2021,Psikoloji,Ücretli,46.900,Toros Üni.
2021,Uluslararası Finans ve Bankacılık,Ücretli,42.100,Toros Üni.
2021,İşletme,Ücretli,42.100,Toros Üni.
2021,Uluslararası Ticaret ve Lojistik,Ücretli,42.100,Toros Üni.
2021,Beslenme ve Diyetetik,Ücretli,46.900,Toros Üni.
2021,Sağlık Yönetimi,Ücretli,42.100,Toros Üni.
2021,Fizyoterapi ve Rehabilitasyon,Ücretli,46.900,Toros Üni.
2021,Hemşirelik,Ücretli,34.600,Toros Üni.
2021,Tıp Fakültesi,Ücretli,71.083,Ufuk Üni.
2021,Diğer Fakülteler,Ücretli,48.465,Ufuk Üni.
2021,Hemşirelik Yüksekokulu,Ücretli,40.388,Ufuk Üni.
2021,Hazırlık Sınıfı,Ücretli,55.000,Yaşar Üni.
2021,Tüm Fakülteler,Ücretli,55.000,Yaşar Üni.
2021,Gastronomi ve Mutfak Sanatları,Ücretli,55.000,Yaşar Üni.
2021,Diş Hekimliği Fakültesi,Ücretli,110.000,Yeditepe Üni.
2021,Tıp Fakültesi,Ücretli,105.000,Yeditepe Üni.
2021,Eczacılık Fakültesi,Ücretli,85.000,Yeditepe Üni.
2021,Hukuk Fakültesi,Ücretli,76.000,Yeditepe Üni.
2021,Mühendislik Fakültesi,Ücretli,70.000,Yeditepe Üni.
2021,Mimarlık Fakültesi (Mimarlık Programı),Ücretli,70.000,Yeditepe Üni.
2021,Mimarlık Fakültesi (Endüstriyel Tasarım),Ücretli,60.000,Yeditepe Üni.
2021,Mimarlık Fakültesi (İç Mimarlık),Ücretli,60.000,Yeditepe Üni.
2021,Mimarlık Fakültesi (Kentsel Tasarım),Ücretli,60.000,Yeditepe Üni.
2021,Mimarlık Fakültesi (Peyzaj Mimarlığı),Ücretli,60.000,Yeditepe Üni.
2021,İktisadi ve İdari Bilimler Fakültesi,Ücretli,60.000,Yeditepe Üni.
2021,İletişim Fakültesi,Ücretli,60.000,Yeditepe Üni.
2021,Ticari Bilimler Fakültesi,Ücretli,60.000,Yeditepe Üni.
2021,Fen-Edebiyat Fakültesi,Ücretli,60.000,Yeditepe Üni.
2021,Güzel Sanatlar Fakültesi,Ücretli,55.000,Yeditepe Üni.
2021,Eğitim Fakültesi,Ücretli,50.000,Yeditepe Üni.
2021,Sağlık Bilimleri Fakültesi,Ücretli,50.000,Yeditepe Üni.
2021,Uygulamalı Bilimler Yüksekokulu,Ücretli,40.000,Yeditepe Üni.
2021,Meslek Yüksekokulu,Ücretli,35.000,Yeditepe Üni.
2021,Uygulamalı Bilimler Yüksekokulu / Yabancı Dil Hazırlık Dönem Ücreti,Ücretli,30.000,Yeditepe Üni.
2021,Meslek Yüksekokulu / Yabancı Dil Hazırlık Dönem Ücreti,Ücretli,18.000,Yeditepe Üni.
2021,Diğer Programlar / Yabancı Dil Hazırlık Dönem Ücreti,Ücretli,30.000,Yeditepe Üni.
